Investigator,Ghislaine,,Time (s),Electrode,Amplitude(mV)
,,,87.57784,D6_14,0.023
,,,87.5904,D3_34,0.011
,,,87.5928,D3_43,0.021
,,,87.60464,D3_23,0.029
,,,87.6052,D3_24,0.011
,,,87.60784,B4_34,0.031
,,,87.60888,B1_42,0.018
,,,87.61136,D5_11,0.021
,,,87.61136,D5_21,0.03
,,,87.6136,D4_22,0.013
,,,87.61464,D5_22,0.015
,,,87.6168,D4_13,0.016
,,,87.61712,D5_21,0.024
,,,87.62704,D3_41,0.025
,,,87.62792,D3_42,0.029
,,,87.62792,D4_22,0.011
,,,87.63104,D4_13,0.02
,,,87.64272,D1_13,0.016
,,,87.64392,D6_14,0.019
,,,87.64864,D3_34,0.018
,,,87.66952,D5_12,0.043
,,,87.67088,D5_41,0.011
,,,87.67776,D4_14,0.017
,,,87.67872,D3_34,0.017
,,,87.67896,D4_23,0.04
,,,87.67912,D3_44,0.013
,,,87.67928,D4_32,0.041
,,,87.68008,D4_42,0.026
,,,87.6808,D3_14,0.017
,,,87.68128,D3_41,0.013
,,,87.68416,B3_13,0.014
,,,87.69624,D4_12,0.02
,,,87.69672,D4_11,0.017
,,,87.70672,D3_11,0.013
,,,87.70824,D3_42,0.079
,,,87.70856,D3_31,0.015
,,,87.70896,D3_22,0.019
,,,87.70976,D6_14,0.023
,,,87.72024,B5_14,0.015
,,,87.72568,B1_43,0.012
,,,87.72592,B1_33,0.021
,,,87.7352,B1_23,0.02
,,,87.74264,D3_42,0.019
,,,87.74528,D4_14,0.013
,,,87.74632,B5_11,0.023
,,,87.76784,D3_23,0.023
,,,87.78376,D5_32,0.021
,,,87.78952,D3_13,0.02
,,,87.80296,B6_43,0.028
,,,87.82088,D4_14,0.021
,,,87.8272,D5_43,0.051
,,,87.83384,D3_43,0.019
,,,87.83952,D3_34,0.014
,,,87.84432,D3_23,0.03
,,,87.8448,D3_24,0.012
,,,87.84536,D6_14,0.017
,,,87.87408,B5_23,0.02
,,,87.87824,B2_33,0.017
,,,87.89352,D6_32,0.023
,,,87.89776,B5_24,0.016
,,,87.91016,B1_44,0.021
,,,87.91888,B1_42,0.02
,,,87.9276,D3_12,0.02
,,,87.936,B1_32,0.017
,,,87.95432,D3_44,0.013
,,,87.95488,D3_42,0.085
,,,87.9552,D3_31,0.014
,,,87.9556,D3_22,0.016
,,,87.97664,D4_12,0.015
,,,87.97808,D4_22,0.011
,,,87.98128,D4_13,0.016
,,,87.98256,B4_43,0.026
,,,87.98384,B4_34,0.018
,,,87.99632,D6_14,0.021
,,,87.9964,D3_14,0.018
,,,88.00072,D5_11,0.028
,,,88.00104,D4_22,0.011
,,,88.00104,D5_21,0.025
,,,88.00416,D4_13,0.021
,,,88.012,D5_22,0.034
,,,88.01888,D5_44,0.027
,,,88.0216,D3_34,0.015
,,,88.02296,D3_42,0.02
,,,88.02768,B5_11,0.023
,,,88.03216,D3_32,0.047
,,,88.03248,D3_42,0.02
,,,88.03776,D5_42,0.012
,,,88.06112,D4_22,0.013
,,,88.0644,D4_13,0.02
,,,88.07288,D5_14,0.024
,,,88.08704,D3_42,0.023
,,,88.0872,D3_31,0.048
,,,88.08808,B3_21,0.017
,,,88.08848,D3_12,0.016
,,,88.08912,D3_21,0.015
,,,88.08936,D3_23,0.01
,,,88.09488,B1_23,0.02
,,,88.09568,B1_22,0.018
,,,88.12088,D3_41,0.024
,,,88.12344,B5_13,0.015
,,,88.1236,B5_23,0.02
,,,88.12416,B5_21,0.016
,,,88.1296,D5_31,0.025
,,,88.13488,D5_13,0.027
,,,88.15136,B5_44,0.016
,,,88.16752,D3_31,0.017
,,,88.19096,D3_43,0.013
,,,88.20112,D3_14,0.014
,,,88.20424,B1_42,0.017
,,,88.20776,D3_12,0.013
,,,88.20832,D3_21,0.015
,,,88.22656,D3_14,0.018
,,,88.22688,D3_13,0.031
,,,88.2272,D3_12,0.018
,,,88.22768,D3_11,0.015
,,,88.24744,B2_42,0.02
,,,88.24864,B1_43,0.013
,,,88.24896,B1_33,0.017
,,,88.25,B1_12,0.015
,,,88.25816,D3_14,0.017
,,,88.2592,B1_23,0.014
,,,88.26264,D3_34,0.016
,,,88.26512,B4_22,0.016
,,,88.26768,D4_22,0.011
,,,88.27088,D4_13,0.021
,,,88.27528,D6_14,0.019
,,,88.28944,D3_41,0.009
,,,88.30224,B6_43,0.023
,,,88.31288,B3_31,0.016
,,,88.3132,B3_21,0.016
,,,88.3212,B1_24,0.014
,,,88.3264,D3_14,0.013
,,,88.32808,B1_34,0.045
,,,88.32968,B5_11,0.018
,,,88.33872,B5_11,0.016
,,,88.3516,D3_14,0.016
,,,88.38824,D3_12,0.017
,,,88.42736,B1_23,0.075
,,,88.48024,D4_13,0.023
,,,88.48064,D4_22,0.018
,,,88.48104,D4_31,0.03
,,,88.4816,D4_41,0.011
,,,88.4828,B5_24,0.017
,,,88.4836,D4_11,0.015
,,,88.48488,B1_24,0.015
,,,88.48608,B1_23,0.059
,,,88.48872,B5_11,0.021
,,,88.49624,D2_43,0.035
,,,88.4968,D3_12,0.021
,,,88.50288,B1_34,0.035
,,,88.50624,D4_22,0.011
,,,88.50936,D4_13,0.018
,,,88.5112,D4_14,0.019
,,,88.52144,D3_44,0.011
,,,88.5264,B1_23,0.045
,,,88.5296,D3_13,0.015
,,,88.53008,D4_34,0.019
,,,88.5336,D3_14,0.019
,,,88.54552,D3_34,0.01
,,,88.55008,D4_34,0.016
,,,88.558,D4_11,0.014
,,,88.56896,D5_22,0.034
,,,88.5712,D3_21,0.01
,,,88.57312,D3_42,0.022
,,,88.57328,D3_31,0.045
,,,88.57416,D5_44,0.023
,,,88.58048,B1_23,0.034
,,,88.5836,D5_12,0.014
,,,88.59352,B5_13,0.015
,,,88.59368,B5_23,0.02
,,,88.59432,B5_21,0.016
,,,88.5952,B5_11,0.016
,,,88.59616,B1_42,0.019
,,,88.59904,B2_34,0.016
,,,88.60064,D5_31,0.033
,,,88.6008,D3_21,0.031
,,,88.60256,D3_33,0.01
,,,88.60568,D3_24,0.032
,,,88.60632,D3_12,0.028
,,,88.60752,D3_42,0.061
,,,88.60792,D3_34,0.027
,,,88.6084,D3_44,0.033
,,,88.61104,D3_41,0.012
,,,88.61128,D5_11,0.021
,,,88.61128,D5_21,0.027
,,,88.61944,D3_41,0.014
,,,88.62224,B1_44,0.016
,,,88.62224,D3_42,0.018
,,,88.62336,D3_31,0.021
,,,88.62504,D2_43,0.026
,,,88.62696,D3_13,0.016
,,,88.64152,B1_23,0.041
,,,88.64448,D3_21,0.028
,,,88.64496,D3_44,0.014
,,,88.64904,B2_11,0.018
,,,88.65632,D5_31,0.014
,,,88.68272,D5_12,0.016
,,,88.68416,D4_31,0.025
,,,88.68496,D4_13,0.035
,,,88.68616,D4_11,0.012
,,,88.68936,D3_11,0.014
,,,88.69776,B4_33,0.019
,,,88.70056,B4_22,0.035
,,,88.70152,B4_13,0.032
,,,88.70232,B4_33,0.019
,,,88.70392,B4_43,0.031
,,,88.7124,B1_23,0.019
,,,88.7132,B1_22,0.02
,,,88.71712,B1_23,0.036
,,,88.718,D3_14,0.013
,,,88.72584,D2_43,0.025
,,,88.7432,D4_14,0.013
,,,88.756,D4_12,0.017
,,,88.76632,D3_14,0.024
,,,88.76736,D5_41,0.02
,,,88.76968,D5_32,0.022
,,,88.77088,B1_23,0.033
,,,88.79384,B2_21,0.015
,,,88.79416,B2_11,0.017
,,,88.80632,D6_14,0.018
,,,88.8068,B2_14,0.014
,,,88.8096,D5_31,0.019
,,,88.80976,D5_21,0.075
,,,88.82624,B1_32,0.012
,,,88.83744,D3_41,0.012
,,,88.83776,D3_31,0.015
,,,88.83888,D5_42,0.02
,,,88.8416,D3_13,0.016
,,,88.84664,D3_23,0.025
,,,88.84712,D3_34,0.018
,,,88.84976,B4_13,0.023
,,,88.85288,B5_23,0.024
,,,88.85352,B1_23,0.032
,,,88.85408,D4_14,0.016
,,,88.85784,D4_14,0.017
,,,88.86176,D3_11,0.019
,,,88.88168,B4_34,0.029
,,,88.88336,B5_11,0.026
,,,88.88696,B4_22,0.02
,,,88.8912,B4_12,0.028
,,,88.8912,D3_14,0.02
,,,88.90352,B3_31,0.013
,,,88.90376,B3_21,0.016
,,,88.90928,D3_42,0.019
,,,88.91016,D3_21,0.012
,,,88.9108,D3_23,0.028
,,,88.91104,D3_24,0.018
,,,88.92432,D1_13,0.013
,,,88.9368,D3_41,0.015
,,,88.96632,D3_32,0.048
,,,88.96656,D3_42,0.024
,,,88.9764,D5_12,0.043
,,,88.97776,D5_41,0.011
,,,88.9848,D6_14,0.021
,,,88.99616,B5_22,0.015
,,,88.99648,B4_13,0.021
,,,88.99944,B5_34,0.014
,,,89.00576,D3_34,0.014
,,,89.00984,D3_23,0.02
,,,89.0128,B5_41,0.009
,,,89.02152,B5_33,0.016
,,,89.02192,B5_44,0.015
,,,89.03336,D3_12,0.02
,,,89.03928,B1_23,0.046
,,,89.04512,B1_42,0.018
,,,89.08192,D4_12,0.018
,,,89.08688,B4_22,0.019
,,,89.09136,B4_12,0.031
,,,89.10384,D4_23,0.041
,,,89.10416,D4_32,0.043
,,,89.10496,D4_42,0.026
,,,89.13568,B5_13,0.017
,,,89.13928,D3_41,0.025
,,,89.15264,D3_14,0.017
,,,89.17256,D3_14,0.017
,,,89.17688,D5_21,0.021
,,,89.1808,B2_13,0.019
,,,89.19776,D6_14,0.022
,,,89.1988,B5_44,0.014
,,,89.21408,D3_21,0.035
,,,89.222,B1_23,0.021
,,,89.2228,B1_22,0.016
,,,89.23616,D3_34,0.015
,,,89.23784,B5_11,0.015
,,,89.23896,B1_23,0.046
,,,89.24256,D3_42,0.018
,,,89.24368,D3_31,0.018
,,,89.2468,D4_14,0.021
,,,89.26616,B5_13,0.013
,,,89.27336,D4_22,0.011
,,,89.32912,D3_42,0.023
,,,89.32928,D3_31,0.049
,,,89.33424,D2_42,0.024
,,,89.34184,D5_13,0.024
,,,89.36056,D3_34,0.017
,,,89.3688,D5_22,0.013
,,,89.38008,B5_24,0.017
,,,89.38632,B5_11,0.014
,,,89.39032,D3_32,0.049
,,,89.39032,D3_42,0.022
,,,89.40416,D4_22,0.012
,,,89.40704,B2_24,0.019
,,,89.40728,D4_13,0.021
,,,89.41136,B2_31,0.025
,,,89.41584,B2_31,0.024
,,,89.41592,B2_24,0.014
,,,89.42,B2_31,0.022
,,,89.42128,B2_43,0.02
,,,89.42248,D3_34,0.016
,,,89.42488,D3_43,0.02
,,,89.42632,B5_11,0.011
,,,89.4304,B2_24,0.018
,,,89.45184,B1_23,0.037
,,,89.45704,D3_42,0.013
,,,89.48032,D5_11,0.027
,,,89.48072,D5_21,0.025
,,,89.4856,D3_11,0.015
,,,89.48664,D3_12,0.01
,,,89.5048,D3_12,0.017
,,,89.5068,B1_44,0.02
,,,89.51528,B1_34,0.022
,,,89.51624,B1_23,0.032
,,,89.51968,B1_24,0.017
,,,89.52712,B1_24,0.028
,,,89.53208,B1_44,0.018
,,,89.53872,B1_12,0.015
,,,89.54704,D4_12,0.016
,,,89.554,D3_34,0.016
,,,89.55832,B1_42,0.02
,,,89.56424,D3_13,0.017
,,,89.56424,D3_32,0.049
,,,89.56424,D3_42,0.022
,,,89.56928,D3_11,0.016
,,,89.57408,D3_14,0.017
,,,89.58896,D3_14,0.014
,,,89.60544,D5_21,0.02
,,,89.60568,D5_22,0.017
,,,89.606,D5_13,0.015
,,,89.60816,B5_11,0.022
,,,89.6132,D5_13,0.016
,,,89.61696,D5_43,0.049
,,,89.618,D5_21,0.021
,,,89.6188,D5_41,0.013
,,,89.64168,B3_13,0.013
,,,89.66488,D5_24,0.035
,,,89.66984,D5_13,0.119
,,,89.6712,D5_11,0.068
,,,89.67184,D5_21,0.029
,,,89.672,D5_31,0.03
,,,89.6756,D5_12,0.022
,,,89.68656,D5_32,0.019
,,,89.72824,D3_43,0.014
,,,89.73896,B2_31,0.027
,,,89.73984,B1_32,0.013
,,,89.74232,B1_24,0.012
,,,89.74296,B1_23,0.019
,,,89.74368,B1_22,0.02
,,,89.74624,D3_12,0.013
,,,89.75168,D5_12,0.041
,,,89.75288,D5_41,0.011
,,,89.77936,B6_43,0.028
,,,89.7888,D3_34,0.017
,,,89.78912,D5_13,0.026
,,,89.81264,B3_13,0.016
,,,89.81336,D3_11,0.014
,,,89.8144,D3_12,0.014
,,,89.81664,B4_34,0.032
,,,89.82048,D3_42,0.015
,,,89.8296,B5_44,0.018
,,,89.83056,D3_14,0.015
,,,89.83384,D3_32,0.049
,,,89.83904,D5_43,0.048
,,,89.86112,B5_24,0.017
,,,89.89832,B1_42,0.019
,,,89.89984,D3_13,0.017
,,,89.89992,B5_11,0.013
,,,89.90728,D4_14,0.024
,,,89.9084,D3_23,0.03
,,,89.90936,D3_24,0.01
,,,89.92632,D3_43,0.013
,,,89.95232,D5_43,0.042
,,,89.9628,B5_21,0.017
,,,89.97488,D3_14,0.02
,,,90.00512,D6_14,0.021
,,,90.01656,D3_34,0.018
,,,90.02192,D3_41,0.022
,,,90.04528,D3_14,0.019
,,,90.0456,D3_13,0.031
,,,90.04568,D5_44,0.015
,,,90.046,D3_12,0.02
,,,90.0464,D3_11,0.016
,,,90.04888,B1_23,0.022
,,,90.04888,B1_44,0.014
,,,90.04936,B1_13,0.017
,,,90.04952,B1_14,0.019
,,,90.04968,B1_32,0.014
,,,90.054,B1_24,0.016
,,,90.05472,B1_31,0.025
,,,90.0548,B1_13,0.018
,,,90.05672,D3_42,0.08
,,,90.05704,D3_31,0.012
,,,90.05744,D3_22,0.02
,,,90.05768,B1_31,0.045
,,,90.06296,B1_24,0.015
,,,90.06368,B5_11,0.02
,,,90.09328,D6_22,0.019
,,,90.10328,D5_41,0.011
,,,90.10392,B3_13,0.017
,,,90.13056,D5_12,0.037
,,,90.1316,D4_23,0.044
,,,90.13208,D4_32,0.047
,,,90.13288,D4_42,0.023
,,,90.1332,D4_33,0.013
,,,90.14176,B4_42,0.014
,,,90.1496,D3_41,0.015
,,,90.16096,D5_13,0.023
,,,90.16336,B3_14,0.014
,,,90.1664,D3_34,0.024
,,,90.16664,D3_44,0.036
,,,90.17224,D3_42,0.022
,,,90.1736,D3_32,0.052
,,,90.17848,D3_32,0.019
,,,90.18336,D3_13,0.015
,,,90.20088,B1_42,0.023
,,,90.22216,B2_22,0.015
,,,90.2224,B2_31,0.027
,,,90.24528,B5_23,0.018
,,,90.25928,D3_14,0.016
,,,90.25952,D4_22,0.011
,,,90.26272,D4_13,0.02
,,,90.26656,B3_33,0.011
,,,90.26808,D4_14,0.015
,,,90.26848,B3_14,0.014
,,,90.27088,D4_34,0.017
,,,90.27216,B2_31,0.031
,,,90.27672,B1_23,0.022
,,,90.27752,B1_22,0.019
,,,90.28696,B2_11,0.021
,,,90.29344,D4_34,0.026
,,,90.30336,B2_42,0.019
,,,90.30352,D3_42,0.081
,,,90.3036,D3_41,0.01
,,,90.30384,D3_31,0.012
,,,90.30416,D3_22,0.026
,,,90.31304,D3_42,0.021
,,,90.32904,B1_13,0.017
,,,90.34696,D4_22,0.015
,,,90.35016,D4_13,0.022
,,,90.35408,D6_31,0.018
,,,90.3712,D4_12,0.019
,,,90.37168,D4_11,0.017
,,,90.37464,D4_14,0.016
,,,90.37672,D5_42,0.02
,,,90.39072,B2_42,0.015
,,,90.40336,D6_32,0.017
,,,90.42064,D3_12,0.016
,,,90.42112,B2_42,0.019
,,,90.42128,D3_23,0.027
,,,90.42536,D3_42,0.017
,,,90.42656,D3_31,0.02
,,,90.42656,D4_22,0.011
,,,90.42968,D4_13,0.02
,,,90.43608,D2_42,0.021
,,,90.44784,D4_13,0.021
,,,90.44888,D4_31,0.028
,,,90.44936,D4_41,0.012
,,,90.4512,D4_11,0.013
,,,90.45216,B1_24,0.013
,,,90.50408,D4_14,0.014
,,,90.51992,D4_23,0.037
,,,90.52016,D4_32,0.045
,,,90.52056,D4_22,0.012
,,,90.5212,D4_42,0.028
,,,90.5216,D4_33,0.014
,,,90.5364,B5_13,0.013
,,,90.53736,B5_21,0.017
,,,90.5388,D3_41,0.014
,,,90.554,D5_22,0.035
,,,90.5572,D4_13,0.026
,,,90.56736,D3_14,0.02
,,,90.61312,D3_34,0.03
,,,90.61336,D3_44,0.036
,,,90.628,D4_13,0.023
,,,90.62968,B1_32,0.012
,,,90.63952,D3_32,0.048
,,,90.63984,D3_42,0.018
,,,90.67304,D3_14,0.019
,,,90.67336,D3_13,0.026
,,,90.67368,D3_12,0.021
,,,90.6748,B1_42,0.021
,,,90.70528,D3_31,0.042
,,,90.70552,D5_21,0.024
,,,90.70592,D3_21,0.015
,,,90.72624,D3_32,0.016
,,,90.73264,D3_21,0.02
,,,90.7612,D3_14,0.016
,,,90.7872,D5_32,0.015
,,,90.78976,D3_34,0.014
,,,90.79016,D3_44,0.013
,,,90.7904,D3_43,0.013
,,,90.80008,B2_11,0.023
,,,90.80408,B1_23,0.022
,,,90.80488,B1_22,0.016
,,,90.87824,D3_23,0.024
,,,90.87872,D3_24,0.013
,,,90.89792,D3_42,0.024
,,,90.89816,D3_31,0.051
,,,90.9036,D3_41,0.012
,,,90.90496,D4_22,0.012
,,,90.90816,D4_13,0.018
,,,90.91176,D3_12,0.017
,,,90.92752,B5_13,0.016
,,,90.9276,B5_23,0.018
,,,90.92816,B5_21,0.019
,,,90.95072,D3_32,0.014
,,,90.95072,D4_12,0.02
,,,90.9512,D4_11,0.017
,,,90.96848,B5_14,0.014
,,,90.97048,D4_14,0.013
,,,90.98872,D4_12,0.014
,,,90.99016,D4_22,0.012
,,,90.99328,D4_13,0.016
,,,90.99656,D5_42,0.02
,,,91.00864,D4_12,0.013
,,,91.01,D4_22,0.014
,,,91.0132,D4_13,0.017
,,,91.04872,D3_34,0.016
,,,91.0492,D3_44,0.012
,,,91.05584,B1_42,0.018
,,,91.06176,D5_11,0.032
,,,91.06176,D5_21,0.021
,,,91.06504,D3_14,0.017
,,,91.07224,D4_12,0.024
,,,91.07568,D3_13,0.015
,,,91.12,B6_32,0.013
,,,91.12056,B1_13,0.028
,,,91.12232,B1_42,0.011
,,,91.13048,D5_11,0.015
,,,91.13448,D3_14,0.019
,,,91.15256,B1_32,0.012
,,,91.18432,D4_14,0.015
,,,91.19888,B6_32,0.018
,,,91.2012,B1_13,0.018
,,,91.2224,D3_42,0.014
,,,91.2236,D3_31,0.017
,,,91.22752,D3_14,0.012
,,,91.2324,B5_23,0.02
,,,91.26456,D4_22,0.012
,,,91.26776,D4_13,0.02
,,,91.2764,D5_12,0.036
,,,91.28992,D4_12,0.019
,,,91.29152,D3_31,0.041
,,,91.292,D3_21,0.017
,,,91.30008,D5_42,0.03
,,,91.30032,D5_33,0.012
,,,91.3004,D5_43,0.018
,,,91.30248,D5_42,0.013
,,,91.30576,D5_13,0.118
,,,91.32384,D3_32,0.047
,,,91.32384,D3_42,0.021
,,,91.33624,D3_43,0.013
,,,91.33928,B1_44,0.02
,,,91.34272,D3_34,0.015
,,,91.34312,D3_44,0.015
,,,91.35472,D3_12,0.013
,,,91.3552,D3_21,0.017
,,,91.36352,D3_12,0.015
,,,91.36448,D3_23,0.023
,,,91.3692,B2_31,0.024
,,,91.37832,B3_21,0.015
,,,91.38816,D5_14,0.034
,,,91.39176,D3_34,0.013
,,,91.39416,D3_43,0.022
,,,91.3972,D3_41,0.013
,,,91.45936,D3_14,0.017
,,,91.45968,D3_13,0.029
,,,91.46,D3_12,0.022
,,,91.46048,D3_11,0.016
,,,91.47816,B1_42,0.021
,,,91.48448,B1_24,0.014
,,,91.48512,B1_23,0.019
,,,91.48592,B1_22,0.017
,,,91.50048,D3_14,0.02
,,,91.50312,B3_13,0.013
,,,91.526,D4_12,0.016
,,,91.52616,B4_43,0.018
,,,91.52688,D5_42,0.02
,,,91.53968,D4_12,0.021
,,,91.54016,D4_11,0.017
,,,91.54688,B1_44,0.019
,,,91.54944,D3_34,0.015
,,,91.56344,B6_43,0.033
,,,91.57296,B1_32,0.016
,,,91.58448,D4_23,0.013
,,,91.5876,D3_41,0.024
,,,91.58848,D3_42,0.032
,,,91.5896,D3_14,0.017
,,,91.60744,D5_41,0.012
,,,91.62472,D5_43,0.017
,,,91.62504,D5_42,0.017
,,,91.6648,D3_23,0.015
,,,91.67216,D5_11,0.026
,,,91.67248,D5_21,0.021
,,,91.6736,D4_14,0.025
,,,91.67376,B4_44,0.018
,,,91.67648,D3_32,0.051
,,,91.6768,D3_42,0.019
,,,91.67936,B5_44,0.017
,,,91.68032,D5_12,0.024
,,,91.68328,B5_11,0.016
,,,91.68456,D5_13,0.018
,,,91.69808,B5_23,0.026
,,,91.72952,D3_23,0.029
,,,91.73016,D3_24,0.011
,,,91.76744,B4_33,0.016
,,,91.77928,B4_42,0.016
,,,91.78024,D3_42,0.021
,,,91.7804,D3_31,0.047
,,,91.78152,D3_12,0.016
,,,91.78344,B3_14,0.012
,,,91.78808,D3_14,0.019
,,,91.7884,D3_13,0.03
,,,91.7888,D3_12,0.017
,,,91.7892,D3_11,0.015
,,,91.79064,D4_13,0.023
,,,91.79152,D4_31,0.035
,,,91.79208,D4_41,0.013
,,,91.794,D4_11,0.013
,,,91.83088,D3_41,0.012
,,,91.83784,D3_14,0.016
,,,91.8712,D3_42,0.013
,,,91.87816,D3_42,0.079
,,,91.8784,D3_31,0.016
,,,91.8788,D3_22,0.021
,,,91.88008,B3_21,0.022
,,,91.88888,D5_22,0.033
,,,91.88936,D4_12,0.021
,,,91.88976,D3_41,0.023
,,,91.88992,D4_11,0.017
,,,91.89424,D5_44,0.028
,,,91.89464,D5_43,0.012
,,,91.89712,D3_42,0.025
,,,91.91024,D3_34,0.014
,,,91.93152,D3_14,0.017
,,,91.9496,D3_12,0.016
,,,91.95696,D3_41,0.013
,,,91.96928,D3_21,0.033
,,,91.96968,B4_34,0.034
,,,91.97056,D3_32,0.016
,,,91.98984,D5_43,0.049
,,,91.99688,D4_12,0.014
,,,91.99824,D4_22,0.011
,,,92.00144,D4_13,0.021
,,,92.0184,D4_13,0.02
,,,92.01936,B4_44,0.025
,,,92.01984,B4_42,0.019
,,,92.0204,B4_33,0.02
,,,92.02096,B4_43,0.016
,,,92.02424,B4_44,0.016
,,,92.02448,B4_43,0.017
,,,92.0248,B4_42,0.048
,,,92.03944,B1_42,0.021
,,,92.04768,D5_43,0.048
,,,92.07,D5_31,0.023
,,,92.07304,D3_34,0.013
,,,92.07456,D4_23,0.043
,,,92.07488,D4_32,0.044
,,,92.07568,D4_42,0.029
,,,92.07984,D3_32,0.052
,,,92.0804,D3_42,0.014
,,,92.09224,D3_14,0.018
,,,92.1196,D5_12,0.042
,,,92.12056,D5_31,0.019
,,,92.12064,D5_21,0.082
,,,92.12096,D5_41,0.01
,,,92.12104,D4_14,0.015
,,,92.12528,B4_43,0.021
,,,92.12824,B1_24,0.016
,,,92.12896,B1_23,0.02
,,,92.1292,D4_12,0.029
,,,92.12968,B1_22,0.016
,,,92.13016,B4_44,0.017
,,,92.14792,B1_24,0.031
,,,92.15048,D4_12,0.021
,,,92.15096,D4_11,0.018
,,,92.15344,B1_14,0.02
,,,92.15424,B1_44,0.022
,,,92.15776,B1_12,0.016
,,,92.15888,B1_22,0.017
,,,92.15992,B1_24,0.028
,,,92.16056,B1_44,0.019
,,,92.1608,B3_21,0.013
,,,92.16104,B1_14,0.02
,,,92.16736,B1_24,0.041
,,,92.17504,D2_42,0.023
,,,92.17528,B4_22,0.015
,,,92.17848,B1_24,0.016
,,,92.17872,B1_23,0.045
,,,92.1788,D5_43,0.016
,,,92.17912,B1_22,0.015
,,,92.17944,B1_44,0.018
,,,92.18448,B1_31,0.02
,,,92.1848,B1_14,0.234
,,,92.18536,B1_13,0.056
,,,92.18872,D4_22,0.013
,,,92.19104,B1_31,0.038
,,,92.19192,D4_13,0.018
,,,92.19232,D3_41,0.025
,,,92.19248,B1_44,0.018
,,,92.1964,D4_13,0.032
,,,92.19856,B1_24,0.03
,,,92.20264,B1_13,0.018
,,,92.2148,D3_34,0.015
,,,92.21744,D4_22,0.013
,,,92.21816,D3_12,0.011
,,,92.22048,B1_32,0.013
,,,92.22056,D4_13,0.022
,,,92.22544,B4_32,0.014
,,,92.22584,B4_22,0.019
,,,92.23128,B1_44,0.018
,,,92.23912,B4_22,0.029
,,,92.2444,B4_43,0.025
,,,92.24992,B4_32,0.014
,,,92.25032,B4_43,0.024
,,,92.25168,B4_34,0.017
,,,92.25208,B4_13,0.014
,,,92.25776,D3_31,0.019
,,,92.25968,B4_13,0.015
,,,92.25984,B4_32,0.014
,,,92.26408,B4_22,0.017
,,,92.26432,D3_41,0.012
,,,92.26464,B4_12,0.034
,,,92.2668,B4_33,0.028
,,,92.26728,B4_42,0.029
,,,92.27736,B4_22,0.021
,,,92.2784,B4_43,0.017
,,,92.2788,B4_44,0.017
,,,92.28296,B4_32,0.014
,,,92.28328,B4_43,0.028
,,,92.28656,B4_33,0.017
,,,92.29424,B4_12,0.041
,,,92.2996,B4_44,0.018
,,,92.30112,B4_22,0.03
,,,92.30304,B4_33,0.027
,,,92.30344,B4_22,0.018
,,,92.30344,B4_32,0.078
,,,92.3048,B3_14,0.012
,,,92.3076,B5_13,0.015
,,,92.30768,B5_23,0.018
,,,92.30832,B5_21,0.018
,,,92.30976,B4_22,0.019
,,,92.3104,B4_43,0.03
,,,92.31296,B4_33,0.037
,,,92.31344,B4_32,0.063
,,,92.3136,B4_42,0.026
,,,92.31368,B4_23,0.017
,,,92.31408,D4_12,0.032
,,,92.3152,B4_13,0.017
,,,92.31536,B4_34,0.024
,,,92.31552,B4_22,0.023
,,,92.31592,B4_44,0.07
,,,92.31616,B4_23,0.015
,,,92.31856,B4_23,0.019
,,,92.32136,B4_33,0.016
,,,92.3216,B4_43,0.019
,,,92.32248,D5_31,0.019
,,,92.32296,D3_11,0.022
,,,92.32312,B4_22,0.041
,,,92.32352,B4_32,0.021
,,,92.32384,B4_24,0.027
,,,92.32464,B4_23,0.014
,,,92.3248,B4_43,0.021
,,,92.32488,B4_34,0.018
,,,92.326,B4_22,0.038
,,,92.32768,B4_34,0.017
,,,92.32832,B4_24,0.016
,,,92.32992,B4_23,0.018
,,,92.33272,D5_11,0.033
,,,92.3328,B4_22,0.019
,,,92.33304,D5_21,0.028
,,,92.3352,B4_44,0.025
,,,92.336,B4_42,0.027
,,,92.33624,B4_22,0.022
,,,92.33912,B3_13,0.015
,,,92.34008,B4_24,0.016
,,,92.3412,B4_23,0.017
,,,92.3412,B4_43,0.023
,,,92.34432,B4_22,0.02
,,,92.34472,B4_44,0.018
,,,92.34528,B4_23,0.015
,,,92.3476,B4_13,0.019
,,,92.34848,B4_33,0.015
,,,92.35024,B4_22,0.019
,,,92.35048,B4_43,0.025
,,,92.35112,B4_44,0.017
,,,92.35408,B6_43,0.034
,,,92.35456,B4_32,0.025
,,,92.3548,B4_24,0.022
,,,92.35488,B4_23,0.017
,,,92.35504,B4_33,0.013
,,,92.35728,B4_33,0.037
,,,92.35784,B4_42,0.029
,,,92.36032,B4_32,0.027
,,,92.36064,B3_34,0.014
,,,92.3608,B4_44,0.053
,,,92.36104,B4_22,0.021
,,,92.36128,B4_34,0.023
,,,92.36176,B4_43,0.03
,,,92.36192,B1_42,0.019
,,,92.36272,B4_42,0.046
,,,92.36512,B4_42,0.015
,,,92.36552,B4_23,0.018
,,,92.3664,B4_43,0.032
,,,92.36672,B4_44,0.019
,,,92.36752,B4_22,0.039
,,,92.36792,B4_12,0.016
,,,92.36848,B4_32,0.067
,,,92.36856,B4_23,0.018
,,,92.36864,B4_33,0.022
,,,92.36944,B4_44,0.013
,,,92.3696,B4_13,0.014
,,,92.36992,D5_41,0.009
,,,92.3724,B4_44,0.025
